Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
Q8C0C7,Farsa,Phenylalanine--tRNA ligase alpha subunit,-0.116108819,21.45705097,0.3568430694,0.484748809,Not_sig
Q8C0D5,Efl1,Elongation factor-like GTPase 1,-0.4915758675,18.92673542,0.01352772542,0.0443653705,Not_sig
Q8C0E2,Vps26b,Vacuolar protein sorting-associated protein 26B,-0.167711089,21.62878628,0.049594295,0.1145912895,Not_sig
Q8C0I1,Agps,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",-0.574556986,20.09203391,0.01872971498,0.05635124317,Not_sig
Q8C0L0,Tmx4,Thioredoxin-related transmembrane protein 4,0.04599434122,21.88746688,0.8269472073,0.8834800482,Not_sig
Q8C0L8,Cog5,Conserved oligomeric Golgi complex subunit 5,-1.480853458,17.77575603,0.0160048268,0.04992043856,Down
Q8C0L9,Gpcpd1,Glycerophosphocholine phosphodiesterase GPCPD1,0.5535030668,20.91868907,0.00106998099,0.007306441615,Not_sig
Q8C0M9,Asrgl1,Isoaspartyl peptidase/L-asparaginase,-0.1532751049,23.22573169,0.1018650473,0.1923614523,Not_sig
Q8C0P5,Coro2a,Coronin-2A,-0.01158029026,20.68899834,0.8897647822,0.9268484138,Not_sig
Q8C0Y0,Ppp4r4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,1.309336572,18.44680454,0.003531606254,0.01711642879,Up
Q8C0Z1,Fam234a,Protein FAM234A,-0.427070285,20.05140182,0.004931235905,0.02157556762,Not_sig
Q8C129,Lnpep,Leucyl-cystinyl aminopeptidase,-0.09136330903,21.08691597,0.4712059772,0.593313025,Not_sig
Q8C163,Exog,"Nuclease EXOG, mitochondrial",-0.4514543606,18.61604671,0.08736396814,0.1716751358,Not_sig
Q8C166,Cpne1,Copine-1,0.0811328923,21.42601075,0.3038018308,0.4300091229,Not_sig
Q8C167,Prepl,Prolyl endopeptidase-like,0.4566315636,21.69938764,0.006619008421,0.0268980746,Not_sig
Q8C196,Cps1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",5.911375972,17.74431966,0.0003008721482,0.003287243127,Up
Q8C1A5,Thop1,Thimet oligopeptidase,0.2124599253,22.09457936,0.03267873823,0.08409387281,Not_sig
Q8C1B1,Camsap2,Calmodulin-regulated spectrin-associated protein 2,-0.535894067,17.10613862,0.3816146789,0.5104213123,Not_sig
Q8C1B7,Septin11,Septin-11,0.02853486012,22.54613659,0.7727158494,0.8459391377,Not_sig
Q8C1M2,Znf428,Zinc finger protein 428,-2.150622274,17.22412911,0.001308131588,0.008365042126,Down
Q8C1Y8,Ccz1,Vacuolar fusion protein CCZ1 homolog,-0.5626235494,18.4700791,0.4845114389,0.6049661361,Not_sig
Q8C2E7,Washc5,WASH complex subunit 5,0.4584244702,19.477691,0.008766965346,0.03245389688,Not_sig
Q8C2Q3,Rbm14,RNA-binding protein 14,-0.5237265046,20.55159212,0.01629856536,0.05058905352,Not_sig
Q8C3F2,Fam120c,Constitutive coactivator of PPAR-gamma-like protein 2,-0.5102254061,20.01669205,0.002488865487,0.01307338135,Not_sig
Q8C437,Pex5l,PEX5-related protein,-0.04409066529,20.72892988,0.7772251204,0.8483667798,Not_sig
Q8C460,Eri3,ERI1 exoribonuclease 3,0.5031277944,20.06720104,0.006471393609,0.02646696167,Not_sig
Q8C494,Prr33,Proline-rich protein 33,-2.645090014,17.90703499,0.02984587381,0.07849423758,Not_sig
Q8C4B4,Unc119b,Protein unc-119 homolog B,-0.412723236,18.28627971,0.3099568217,0.4348037,Not_sig
Q8C4Q6,Aida,"Axin interactor, dorsalization-associated protein",-0.1109977865,18.93179519,0.7717553299,0.8451877053,Not_sig
Q8C4V1,Arhgap24,Rho GTPase-activating protein 24,0.0254026606,19.50890551,0.9106408477,0.9417438832,Not_sig
Q8C522,Endod1,Endonuclease domain-containing 1 protein,-0.1214726715,23.57245673,0.3546795923,0.4823238836,Not_sig
Q8C570,Rae1,mRNA export factor,-0.3207741309,19.35974389,0.111591077,0.2063463629,Not_sig
Q8C5H8,Nadk2,"NAD kinase 2, mitochondrial",1.54192683,17.62301631,0.00670303057,0.02709778111,Up
Q8C5Q4,Grsf1,G-rich sequence factor 1,0.0239988532,20.09038734,0.9174677412,0.9456594723,Not_sig
Q8C5W3,Tbcel,Tubulin-specific chaperone cofactor E-like protein,0.2030738241,20.27660357,0.2437634949,0.3652631679,Not_sig
Q8C650,Septin10,Septin-10,0.3246588835,19.3716475,0.1689182391,0.2792664705,Not_sig
Q8C6B2,Rtkn,Rhotekin,0.005127619905,21.01312576,0.9712543184,0.9817807332,Not_sig
Q8C6E0,Cfap36,Cilia- and flagella-associated protein 36,0.6638025401,19.50223454,0.004122369531,0.01913099646,Up
Q8C6G1,Cfap410,Cilia- and flagella-associated protein 410,-0.4135855651,18.67264967,0.1583346506,0.2670805928,Not_sig
Q8C6G8,Wdr26,WD repeat-containing protein 26,-0.5701693642,19.45375522,0.02074720725,0.06051664417,Not_sig
Q8C754,Vps52,Vacuolar protein sorting-associated protein 52 homolog,0.210836321,20.27788671,0.1400755717,0.2445885782,Not_sig
Q8C7D2,Crbn,Protein cereblon,0.5449838421,20.92858271,0.1318323199,0.2337166395,Not_sig
Q8C7E7,Stbd1,Starch-binding domain-containing protein 1,0.7289299821,18.74673298,0.02311273481,0.06556609638,Not_sig
Q8C7K6,Pcyox1l,Prenylcysteine oxidase-like,-0.4236050866,21.37424316,0.002285957995,0.01236421976,Not_sig
Q8C7R4,Uba6,Ubiquitin-like modifier-activating enzyme 6,-0.06624542541,20.50584155,0.6050731684,0.7134803981,Not_sig
Q8C7X2,Emc1,ER membrane protein complex subunit 1,-0.3265455096,20.87153322,0.02874037592,0.07655979083,Not_sig
Q8C854,Myef2,Myelin expression factor 2,-0.3475567226,21.77085579,0.04256698168,0.1023105833,Not_sig
Q8C863,Itch,E3 ubiquitin-protein ligase Itchy,0.6549508003,18.06001315,0.1365756111,0.2401308031,Not_sig
Q8C878,Uba3,NEDD8-activating enzyme E1 catalytic subunit,0.253655693,21.21887468,0.0230280929,0.06548495627,Not_sig
Q8C8R3,Ank2,Ankyrin-2,0.1291776578,21.69184879,0.3068759873,0.4319841931,Not_sig
Q8C8T8,Tsr2,Pre-rRNA-processing protein TSR2 homolog,-1.409992477,18.44266295,0.07309186273,0.1519615265,Not_sig
Q8C8U0,Ppfibp1,Liprin-beta-1,0.04894916281,19.02974946,0.8484042628,0.8989464951,Not_sig
Q8CA72,Gan,Gigaxonin,0.7779780673,19.33244747,0.0002682882891,0.003113536252,Up
Q8CAA7,Pgm2l1,"Glucose 1,6-bisphosphate synthase",0.4245103509,21.89304096,0.01201151493,0.04043302711,Not_sig
Q8CAK1,Iba57,"Putative transferase CAF17 homolog, mitochondrial",-0.2515357654,18.01441246,0.7774575058,0.8483667798,Not_sig
Q8CAQ8,Immt,MICOS complex subunit Mic60,-0.075666096,24.34148997,0.4613552136,0.5843730827,Not_sig
Q8CAY6,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",-0.4965213365,23.31032641,0.0007981991856,0.006025029443,Not_sig
Q8CBC4,Cnst,Consortin,-2.608454601,18.39461053,0.008386610575,0.03141077262,Down
Q8CBE3,Wdr37,WD repeat-containing protein 37,0.1409137706,20.19206606,0.213630492,0.3318127545,Not_sig
Q8CBG9,Rnf170,E3 ubiquitin-protein ligase RNF170,-0.2786118491,19.08357881,0.1297948079,0.2316077207,Not_sig
Q8CBW3,Abi1,Abl interactor 1,-0.2279726687,20.97113256,0.02649950395,0.07176636197,Not_sig
Q8CBY8,Dctn4,Dynactin subunit 4,-0.08609324089,21.55494799,0.3679291076,0.496282507,Not_sig
Q8CC21,Ttc19,"Tetratricopeptide repeat protein 19, mitochondrial",0.8216804028,18.64049606,0.009018819057,0.0330978542,Up
Q8CC35,Synpo,Synaptopodin,-1.262218272,18.92098267,0.1669983589,0.2775322575,Not_sig
Q8CC86,Naprt,Nicotinate phosphoribosyltransferase,0.4130239375,19.41463696,0.02487209868,0.06851170778,Not_sig
Q8CC88,Vwa8,von Willebrand factor A domain-containing protein 8,0.004740248168,20.22106536,0.9668394366,0.9791297684,Not_sig
Q8CCB4,Vps53,Vacuolar protein sorting-associated protein 53 homolog,-0.05455377143,19.34775129,0.6898190513,0.7822398535,Not_sig
Q8CCJ3,Ufl1,E3 UFM1-protein ligase 1,-0.5332776998,19.89076447,0.01154979693,0.03918937309,Not_sig
Q8CCK0,Macroh2a2,Core histone macro-H2A.2,-0.8495146889,20.42300362,0.01932636537,0.05746813467,Not_sig
Q8CCN5,Bcas3,Breast carcinoma-amplified sequence 3 homolog,-0.3582547476,19.14801906,0.09398674709,0.1816095608,Not_sig
Q8CCS6,Pabpn1,Polyadenylate-binding protein 2,-0.2246693228,20.9127575,0.1365051404,0.2401308031,Not_sig
Q8CCX5,Krt222,Keratin-like protein KRT222,0.5412782658,20.23449054,0.1109955991,0.2056430092,Not_sig
Q8CD19,Lancl3,LanC-like protein 3,1.376461482,19.16734699,0.0000616642935,0.001179021292,Up
Q8CD91,Smoc2,SPARC-related modular calcium-binding protein 2,-0.5105622248,18.29036122,0.0773026861,0.1579089058,Not_sig
Q8CDA1,Inpp5f,Phosphatidylinositide phosphatase SAC2,0.2081264149,18.88199417,0.485607632,0.6058608759,Not_sig
Q8CDG3,Vcpip1,Deubiquitinating protein VCPIP1,0.2443255861,19.75399715,0.1808037508,0.2945860857,Not_sig
Q8CDJ8,Ston1,Stonin-1,0.9742538712,19.69826211,0.06376608579,0.1370666172,Not_sig
Q8CDM8,Fhip2a,Protein FAM160B1,-1.185319746,18.40300618,0.1151997734,0.2110142951,Not_sig
Q8CDN6,Txnl1,Thioredoxin-like protein 1,0.1782763936,23.97626203,0.1332363609,0.2358236394,Not_sig
Q8CE08,Acp3,Prostatic acid phosphatase,0.04709834958,19.79138208,0.8981341208,0.9330249601,Not_sig
Q8CE90,Map2k7,Dual specificity mitogen-activated protein kinase kinase 7,1.669513049,16.93277534,0.01418726156,0.04591773934,Up
Q8CEC0,Nup88,Nuclear pore complex protein Nup88,-0.1555353465,18.73264348,0.5336668719,0.6503320963,Not_sig
Q8CF89,Tab1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,-0.8063084444,18.39571422,0.009985781671,0.03555458949,Down
Q8CFE4,Scyl2,SCY1-like protein 2,-0.19188922,19.50973795,0.3061891997,0.4316584644,Not_sig
Q8CFI0,Nedd4l,E3 ubiquitin-protein ligase NEDD4-like,-0.03002524311,21.07197886,0.798700132,0.8627766398,Not_sig
Q8CFI2,Cdc34,Ubiquitin-conjugating enzyme E2 R1,0.9381783047,19.44098278,0.0002454802458,0.002951938553,Up
Q8CFI7,Polr2b,DNA-directed RNA polymerase II subunit RPB2,-0.9912711086,18.06238469,0.04603161905,0.1081898656,Not_sig
Q8CFX1,H6pd,GDH/6PGL endoplasmic bifunctional protein,0.5149260245,19.44839143,0.009013136504,0.0330978542,Not_sig
Q8CG72,Adprs,ADP-ribose glycohydrolase ARH3,0.137466174,21.05875891,0.2607084766,0.3827060325,Not_sig
Q8CG76,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,0.01456850801,21.71201024,0.8673081626,0.9126544892,Not_sig
Q8CGA0,Ppm1f,Protein phosphatase 1F,0.4588397592,21.0304181,0.008987824899,0.03307934785,Not_sig
Q8CGB3,Uaca,Uveal autoantigen with coiled-coil domains and ankyrin repeats,-0.2080171085,19.66752736,0.1305835407,0.2320406411,Not_sig
Q8CGB6,Tns2,Tensin-2,1.047006028,18.66430986,0.006969311107,0.02791824319,Up
Q8CGC7,Eprs1,Bifunctional glutamate/proline--tRNA ligase,-0.3364220246,22.51972792,0.01119286741,0.03850412493,Not_sig
Q8CGF6,Wdr47,WD repeat-containing protein 47,-0.3715791895,18.55800251,0.06983400915,0.1470513497,Not_sig
Q8CGF7,Tcerg1,Transcription elongation regulator 1,-0.5294440714,20.10196913,0.006733114739,0.02715973709,Not_sig
Q8CGK3,Lonp1,"Lon protease homolog, mitochondrial",0.004038042621,21.3999348,0.9686087947,0.9801429031,Not_sig
Q8CGN5,Plin1,Perilipin-1,-2.602903808,17.83587572,0.002695522184,0.01392929302,Down
Q8CGU1,Calcoco1,Calcium-binding and coiled-coil domain-containing protein 1,0.7016796982,19.86471963,0.003914856391,0.01843403958,Up
Q8CGY6,Unc45b,Protein unc-45 homolog B,-0.8681052553,18.44044308,0.2911228909,0.4158587728,Not_sig
Q8CGY8,Ogt,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,-0.2681633259,20.82359128,0.04521371187,0.1069251213,Not_sig
Q8CGZ0,Cherp,Calcium homeostasis endoplasmic reticulum protein,-0.2370699821,17.69095709,0.4183874082,0.5451153148,Not_sig
Q8CH18,Ccar1,Cell division cycle and apoptosis regulator protein 1,-0.1551991162,20.07817531,0.2301656031,0.3501007423,Not_sig
Q8CH25,Sltm,SAFB-like transcription modulator,-1.518384155,17.96613909,0.01673795135,0.05174286658,Not_sig
Q8CH72,Trim32,E3 ubiquitin-protein ligase TRIM32,0.4787356139,17.78844481,0.1625338985,0.2720042135,Not_sig
Q8CHC4,Synj1,Synaptojanin-1,0.3772123916,21.83248217,0.0261805324,0.07115448181,Not_sig
Q8CHG3,Gcc2,GRIP and coiled-coil domain-containing protein 2,-1.072990834,22.54676834,0.0001187788718,0.001853477228,Down
Q8CHH9,Septin8,Septin-8,0.09016916649,22.7724612,0.3566416367,0.4846473415,Not_sig
Q8CHK3,Mboat7,Lysophospholipid acyltransferase 7,-1.187869821,19.62159329,0.001507203683,0.009251279105,Down
Q8CHP8,Pgp,Glycerol-3-phosphate phosphatase,0.1775976103,23.38024899,0.07094282635,0.1486495167,Not_sig
Q8CHS7,Dhrs7c,Dehydrogenase/reductase SDR family member 7C,1.504442256,19.57524909,0.04621406578,0.1084187654,Not_sig
Q8CHT0,Aldh4a1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",0.2400664645,21.56046008,0.2598748779,0.3822159743,Not_sig
Q8CHU3,Epn2,Epsin-2,0.0140939232,20.59936325,0.9118408811,0.942145239,Not_sig
Q8CHW4,Eif2b5,Translation initiation factor eIF-2B subunit epsilon,-0.02559571765,19.67632963,0.8431672293,0.8953822507,Not_sig
Q8CI04,Cog3,Conserved oligomeric Golgi complex subunit 3,-0.8154202889,17.36354845,0.1726740396,0.2843693056,Not_sig
Q8CI12,Smtnl2,Smoothelin-like protein 2,0.9916114864,19.43564398,0.02135841228,0.06201561775,Not_sig
Q8CI32,Bag5,BAG family molecular chaperone regulator 5,0.2143197865,20.48306496,0.08600552014,0.169878672,Not_sig
Q8CI43,Myl6b,Myosin light chain 6B,0.7565419409,21.06525379,0.1455434927,0.251041189,Not_sig
Q8CI51,Pdlim5,PDZ and LIM domain protein 5,0.3356029027,24.01043637,0.06289037993,0.1357949254,Not_sig
Q8CI59,Steap3,Metalloreductase STEAP3,-1.171844454,20.83815018,0.00000398965805,0.0002061682755,Down
Q8CI70,Lrrc20,Leucine-rich repeat-containing protein 20,0.3428447676,18.75188938,0.2013073789,0.3173122081,Not_sig
Q8CI71,Vps50,Syndetin,0.2331923679,19.0940292,0.1643310961,0.2740523817,Not_sig
Q8CI75,Dis3l2,DIS3-like exonuclease 2,0.6742520588,18.05324628,0.3498444678,0.4769359162,Not_sig
Q8CI94,Pygb,"Glycogen phosphorylase, brain form",0.1702525279,25.15462597,0.1616166324,0.2711812208,Not_sig
Q8CIB5,Fermt2,Fermitin family homolog 2,0.07956348624,22.07833402,0.3768726642,0.5051388251,Not_sig
Q8CIE6,Copa,Coatomer subunit alpha,-0.517471799,22.96126635,0.0009306377962,0.006676846027,Not_sig
Q8CIF4,Btd,Biotinidase,-0.211853165,19.01758701,0.4750476837,0.597167108,Not_sig
Q8CIG8,Prmt5,Protein arginine N-methyltransferase 5,0.006246461422,21.16405021,0.9446199094,0.9640316342,Not_sig
Q8CIN4,Pak2,Serine/threonine-protein kinase PAK 2,-0.3746379871,22.27628187,0.005652178277,0.02385643458,Not_sig
Q8CIQ7,Dock3,Dedicator of cytokinesis protein 3,0.3488150377,18.20606294,0.1989609217,0.3143911424,Not_sig
Q8CIV8,Tbce,Tubulin-specific chaperone E,0.3907742754,20.01513809,0.05201763456,0.1186846268,Not_sig
Q8CIZ8,Vwf,von Willebrand factor,0.06925203014,18.5105283,0.8286302668,0.8846125462,Not_sig
Q8CJ19,Mical3,[F-actin]-monooxygenase MICAL3,0.5139466607,18.63979296,0.3027598402,0.4291155037,Not_sig
Q8CJ26,Nradd,Death domain-containing membrane protein NRADD,0.8741295624,19.31904255,0.00448913657,0.02021211415,Up
Q8CJ53,Trip10,Cdc42-interacting protein 4,0.05664205244,19.69525886,0.7709023998,0.8450317891,Not_sig
Q8CJG0,Ago2,Protein argonaute-2,0.2301800385,20.18008401,0.1558899359,0.2647061307,Not_sig
Q8CJH3,Plxnb1,Plexin-B1,0.4217629895,20.14886445,0.01306175108,0.04332015274,Not_sig
Q8JZK9,Hmgcs1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",-2.030537654,23.03015356,0.00000004091611341,0.000007604609888,Down
Q8JZN5,Acad9,"Complex I assembly factor ACAD9, mitochondrial",0.03500936795,22.29764906,0.726086505,0.8094911939,Not_sig
Q8JZN7,Rhot2,Mitochondrial Rho GTPase 2,-0.2890891998,20.24458902,0.06222844469,0.1347460773,Not_sig
Q8JZQ2,Afg3l2,AFG3-like protein 2,-0.05601628395,20.85510717,0.6444760897,0.747717405,Not_sig
Q8JZQ9,Eif3b,Eukaryotic translation initiation factor 3 subunit B,-0.3416141908,21.85955954,0.002526310056,0.01322977192,Not_sig
Q8JZS0,Lin7a,Protein lin-7 homolog A,1.082258197,18.66699169,0.1793505247,0.292842189,Not_sig
Q8JZU2,Slc25a1,"Tricarboxylate transport protein, mitochondrial",-0.77860383,22.89681695,0.0002115538134,0.00273340473,Down
Q8JZV7,Amdhd2,N-acetylglucosamine-6-phosphate deacetylase,-0.2144610812,21.37584799,0.1612911261,0.2709917689,Not_sig
Q8JZV9,Bdh2,3-hydroxybutyrate dehydrogenase type 2,0.7170842068,18.62709988,0.02422029162,0.06738375615,Not_sig
Q8K010,Oplah,5-oxoprolinase,0.5217584354,20.53575146,0.0004755341028,0.004309105235,Not_sig
Q8K019,Bclaf1,Bcl-2-associated transcription factor 1,-0.6282367069,19.62526058,0.03800660094,0.09428436786,Not_sig
Q8K0C4,Cyp51a1,Lanosterol 14-alpha demethylase,-0.9639640999,20.40184342,0.00005800021167,0.001137583535,Down
Q8K0C9,Gmds,"GDP-mannose 4,6 dehydratase",0.2224319505,20.59182213,0.1199392699,0.2168547367,Not_sig
Q8K0D5,Gfm1,"Elongation factor G, mitochondrial",0.06327493565,20.80286021,0.7188673628,0.8037861975,Not_sig
Q8K0E8,Fgb,Fibrinogen beta chain,0.8381414435,23.73710541,0.001758783975,0.01044466981,Up
Q8K0G5,Eipr1,EARP and GARP complex-interacting protein 1,-0.1619977119,21.42443229,0.2258524653,0.3448214556,Not_sig
Q8K0S0,Phyhip,Phytanoyl-CoA hydroxylase-interacting protein,0.9551940148,21.02942286,0.000369349063,0.003678101086,Up
Q8K0T0,Rtn1,Reticulon-1,-1.005411692,22.64025359,0.01932038153,0.05746813467,Not_sig
Q8K0T4,Katnal1,Katanin p60 ATPase-containing subunit A-like 1,0.2300764922,18.86844882,0.2589053979,0.3812662658,Not_sig
Q8K0U4,Hspa12a,Heat shock 70 kDa protein 12A,0.3111129102,24.76291128,0.06129785726,0.1331973495,Not_sig
Q8K0Z7,Taco1,Translational activator of cytochrome c oxidase 1,0.09615041236,18.6132992,0.6681908345,0.7661119074,Not_sig
Q8K157,Galm,Galactose mutarotase,0.844077379,20.93344242,0.0005550369595,0.004823775757,Up
Q8K182,C8a,Complement component C8 alpha chain,-1.181084601,20.81173061,0.001795501948,0.01054685015,Down
Q8K183,Pdxk,Pyridoxal kinase,0.4862350454,21.32332545,0.001833344007,0.01068705409,Not_sig
Q8K1A6,Cc2d1a,Coiled-coil and C2 domain-containing protein 1A,-1.461524397,18.76278599,0.06925409685,0.1459909958,Not_sig
Q8K1B8,Fermt3,Fermitin family homolog 3,-3.674025283,19.50326632,0.000000001530312427,0.0000004876595599,Down
Q8K1E0,Stx5,Syntaxin-5,0.08901675836,18.68703027,0.7167445668,0.8023086328,Not_sig
Q8K1E6,Alkbh3,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,0.2090204851,19.79897508,0.4034310201,0.5305090168,Not_sig
Q8K1G2,Evc2,Limbin,1.390203644,16.38478396,0.04873750183,0.1130899314,Not_sig
Q8K1H1,Tdrd7,Tudor domain-containing protein 7,0.3304793559,18.12512051,0.3304252991,0.4574751425,Not_sig
Q8K1I7,Wipf1,WAS/WASL-interacting protein family member 1,-0.7385742151,19.75459347,0.01242118792,0.041519775,Down
Q8K1J6,Trnt1,"CCA tRNA nucleotidyltransferase 1, mitochondrial",0.0832130823,19.72686885,0.4783203726,0.6000974754,Not_sig
Q8K1L5,Ppp1r11,E3 ubiquitin-protein ligase PPP1R11,0.6990664641,21.0156371,0.0007397950323,0.005773420824,Up
Q8K1M6,Dnm1l,Dynamin-1-like protein,0.1246561309,22.87428086,0.1088234934,0.2026989961,Not_sig
Q8K1N1,Pnpla8,Calcium-independent phospholipase A2-gamma,0.07942457202,18.38589284,0.6819071616,0.7760752934,Not_sig
Q8K1R3,Pnpt1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",-0.0498641266,19.47431097,0.7288733289,0.8109431509,Not_sig
Q8K1R7,Nek9,Serine/threonine-protein kinase Nek9,-0.01287429248,20.24756776,0.9280758544,0.9524164007,Not_sig
Q8K1X1,Wdr11,WD repeat-containing protein 11,0.01411104978,19.55254905,0.9200779736,0.9475836712,Not_sig
Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",0.7252733475,19.15145531,0.2589114073,0.3812662658,Not_sig
Q8K212,Pacs1,Phosphofurin acidic cluster sorting protein 1,-0.4189612288,17.85176463,0.3922967709,0.5208829347,Not_sig
Q8K215,Lyrm4,LYR motif-containing protein 4,0.09137265147,18.99191694,0.5820727286,0.6927625628,Not_sig
Q8K245,Uvrag,UV radiation resistance-associated protein,-0.2408645578,17.34730302,0.7143074562,0.8003257289,Not_sig
Q8K268,Abcf3,ATP-binding cassette sub-family F member 3,0.7832682085,20.21754776,0.00003265893443,0.0008095529363,Up
Q8K274,Fn3krp,Ketosamine-3-kinase,-0.1742921444,20.55643651,0.3807191657,0.5095800104,Not_sig
Q8K297,Colgalt1,Procollagen galactosyltransferase 1,-0.9560259742,19.66363811,0.0002973336166,0.003262600267,Down
Q8K2A1,Gulp1,PTB domain-containing engulfment adapter protein 1,-0.4310658993,20.79145861,0.009085405773,0.03326602405,Not_sig
Q8K2B3,Sdha,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",-0.006257008327,23.55625834,0.9563905654,0.9726695537,Not_sig
Q8K2C6,Sirt5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",0.8819984033,18.83179156,0.002176536212,0.01196488818,Up
Q8K2C7,Os9,Protein OS-9,-0.1844664448,19.21595325,0.4935062305,0.6120070539,Not_sig
Q8K2C9,Hacd3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,-0.08854951388,21.5500081,0.4016667309,0.5290987183,Not_sig
Q8K2F8,Lsm14a,Protein LSM14 homolog A,-0.7073999517,18.95448344,0.04266117275,0.1024725657,Not_sig
Q8K2H2,Otud6b,Deubiquitinase OTUD6B,-0.2232204686,20.40489701,0.3870501076,0.5153480542,Not_sig
Q8K2I1,Fntb,Protein farnesyltransferase subunit beta,-0.02346086384,20.84906125,0.8328872871,0.8874229551,Not_sig
Q8K2I3,Fmo2,Dimethylaniline monooxygenase [N-oxide-forming] 2,0.3807183221,20.44951345,0.04302517144,0.1030233285,Not_sig
Q8K2K6,Agfg1,Arf-GAP domain and FG repeat-containing protein 1,-0.8033891762,19.79074068,0.04068628495,0.09872103659,Not_sig
Q8K2Q0,Commd9,COMM domain-containing protein 9,0.1047643405,19.41014312,0.5624072715,0.6754539592,Not_sig
Q8K2Q7,Brox,BRO1 domain-containing protein BROX,0.3620332134,21.61404264,0.04156586319,0.1002825621,Not_sig
Q8K2Q9,Shtn1,Shootin-1,0.3550821414,18.44239,0.6675893697,0.7661119074,Not_sig
Q8K310,Matr3,Matrin-3,-0.3944834909,22.02658835,0.02069796636,0.0605064371,Not_sig
Q8K354,Cbr3,Carbonyl reductase [NADPH] 3,0.4565182231,20.92477644,0.009115970644,0.03332645482,Not_sig
Q8K358,Pigu,Phosphatidylinositol glycan anchor biosynthesis class U protein,0.06916192289,19.03103916,0.7195476971,0.8040766784,Not_sig
Q8K370,Acad10,Acyl-CoA dehydrogenase family member 10,0.3079427695,20.81623836,0.3050044136,0.4310188017,Not_sig
Q8K3C3,Lzic,Protein LZIC,-0.04733300161,20.47450069,0.7340150744,0.8145309473,Not_sig
Q8K3G9,Appl2,DCC-interacting protein 13-beta,0.02740260874,18.28243444,0.906802807,0.9396149347,Not_sig
Q8K3H0,Appl1,DCC-interacting protein 13-alpha,0.08069291846,20.69878923,0.4383226898,0.5618994186,Not_sig
Q8K3J1,Ndufs8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.01346379843,23.22988638,0.911225917,0.9418583241,Not_sig
Q8K3K8,Optn,Optineurin,-0.05042691789,19.64770389,0.8664247342,0.9120269852,Not_sig
Q8K3X4,Irf2bpl,Probable E3 ubiquitin-protein ligase IRF2BPL,-0.4785508445,19.7594808,0.0323937315,0.08364188335,Not_sig
Q8K400,Stxbp5,Syntaxin-binding protein 5,0.07165644342,19.3217052,0.6581206268,0.7587789857,Not_sig
Q8K406,Lgi3,Leucine-rich repeat LGI family member 3,0.8532340553,21.09005532,0.000002113323175,0.0001282753622,Up
Q8K411,Pitrm1,"Presequence protease, mitochondrial",0.1179768456,19.80366885,0.4006418055,0.5281124662,Not_sig
Q8K440,Abca8b,ATP-binding cassette sub-family A member 8-B,-0.2048366446,20.51722649,0.1364739271,0.2401308031,Not_sig
Q8K441,Abca6,ATP-binding cassette sub-family A member 6,-0.2087562543,19.15258096,0.1858552476,0.3001144929,Not_sig
Q8K449,Abca9,ATP-binding cassette sub-family A member 9,-0.4181689947,18.61643312,0.08300252285,0.165485739,Not_sig
Q8K4G1,Ltbp4,Latent-transforming growth factor beta-binding protein 4,-0.4243817237,21.42348999,0.07936183455,0.1609118003,Not_sig
Q8K4G5,Ablim1,Actin-binding LIM protein 1,0.1954644586,20.74007232,0.4336081555,0.558100837,Not_sig
Q8K4I3,Arhgef6,Rho guanine nucleotide exchange factor 6,0.2497147554,20.19575807,0.2495898136,0.3719530192,Not_sig
Q8K4L3,Svil,Supervillin,-0.02671060265,18.76335108,0.8621972505,0.9091774417,Not_sig
Q8K4P8,Hecw1,E3 ubiquitin-protein ligase HECW1,-0.8395275752,18.33774834,0.1527988054,0.2613160249,Not_sig
Q8K4Q0,Rptor,Regulatory-associated protein of mTOR,0.04577731652,19.33798291,0.7423961642,0.8207351639,Not_sig
Q8K4R4,Pitpnc1,Cytoplasmic phosphatidylinositol transfer protein 1,0.4411990417,20.87118997,0.0005764083744,0.004921586599,Not_sig
Q8K4X7,Agpat4,1-acyl-sn-glycerol-3-phosphate acyltransferase delta,-0.6617767975,19.07282467,0.001578508275,0.009596527255,Down
Q8K4Z0,Lgi2,Leucine-rich repeat LGI family member 2,1.946922028,17.7709097,0.02344588103,0.06616756388,Not_sig
